"시군구/성/연령(5세)별 주민등록연앙인구"

"C행정구역(시군구)별","행정구역(시군구)별","C성별","성별","C연령별","연령별","시점","주민등록연앙인구 (명)"
'36040," 나주시",'2,"여자",'020,"0 - 4세",2020,2337.5000
'36040," 나주시",'2,"여자",'050,"5 - 9세",2020,2685.5000
'36040," 나주시",'2,"여자",'070,"10 - 14세",2020,2272.0000
'36040," 나주시",'2,"여자",'100,"15 - 19세",2020,2283.0000
'36040," 나주시",'2,"여자",'120,"20 - 24세",2020,2710.5000
'36040," 나주시",'2,"여자",'130,"25 - 29세",2020,3114.5000
'36040," 나주시",'2,"여자",'150,"30 - 34세",2020,3184.5000
'36040," 나주시",'2,"여자",'160,"35 - 39세",2020,3839.5000
'36040," 나주시",'2,"여자",'180,"40 - 44세",2020,3661.0000
'36040," 나주시",'2,"여자",'190,"45 - 49세",2020,3451.0000
'36040," 나주시",'2,"여자",'210,"50 - 54세",2020,3670.5000
'36040," 나주시",'2,"여자",'230,"55 - 59세",2020,4127.5000
'36040," 나주시",'2,"여자",'260,"60 - 64세",2020,4332.0000
'36040," 나주시",'2,"여자",'280,"65 - 69세",2020,3283.5000
'36040," 나주시",'2,"여자",'310,"70 - 74세",2020,3136.5000
'36040," 나주시",'2,"여자",'330,"75 - 79세",2020,3401.5000
'36040," 나주시",'2,"여자",'340,"80세 이상",2020,5281.0000
'36040," 나주시",'2,"여자",'360,"80 - 84세",2020,2890.0000
'36040," 나주시",'2,"여자",'370,"85세 이상",2020,2391.0000
'36040," 나주시",'2,"여자",'380,"85 - 89세",2020,1643.5000
'36040," 나주시",'2,"여자",'410,"90 - 94세",2020,609.5000
'36040," 나주시",'2,"여자",'430,"95 - 99세",2020,119.0000
'36040," 나주시",'2,"여자",'440,"100세 이상",2020,19.0000
'36060," 광양시",'0,"계",'000,"계",2020,153639.5000
'36060," 광양시",'0,"계",'020,"0 - 4세",2020,6072.0000
'36060," 광양시",'0,"계",'050,"5 - 9세",2020,7822.0000
'36060," 광양시",'0,"계",'070,"10 - 14세",2020,7755.0000
'36060," 광양시",'0,"계",'100,"15 - 19세",2020,8888.0000
'36060," 광양시",'0,"계",'120,"20 - 24세",2020,11167.5000
'36060," 광양시",'0,"계",'130,"25 - 29세",2020,9713.0000
'36060," 광양시",'0,"계",'150,"30 - 34세",2020,8366.0000
'36060," 광양시",'0,"계",'160,"35 - 39세",2020,10684.0000
'36060," 광양시",'0,"계",'180,"40 - 44세",2020,11175.0000
'36060," 광양시",'0,"계",'190,"45 - 49세",2020,13247.0000
'36060," 광양시",'0,"계",'210,"50 - 54세",2020,16006.0000
'36060," 광양시",'0,"계",'230,"55 - 59세",2020,13105.5000
'36060," 광양시",'0,"계",'260,"60 - 64세",2020,9998.0000
'36060," 광양시",'0,"계",'280,"65 - 69세",2020,6294.5000
'36060," 광양시",'0,"계",'310,"70 - 74세",2020,4536.5000
'36060," 광양시",'0,"계",'330,"75 - 79세",2020,3504.0000
'36060," 광양시",'0,"계",'340,"80세 이상",2020,5305.5000
'36060," 광양시",'0,"계",'360,"80 - 84세",2020,3031.5000
'36060," 광양시",'0,"계",'370,"85세 이상",2020,2274.0000
'36060," 광양시",'0,"계",'380,"85 - 89세",2020,1561.5000
'36060," 광양시",'0,"계",'410,"90 - 94세",2020,564.0000
'36060," 광양시",'0,"계",'430,"95 - 99세",2020,141.0000
'36060," 광양시",'0,"계",'440,"100세 이상",2020,7.5000
'36060," 광양시",'1,"남자",'000,"계",2020,79923.5000
'36060," 광양시",'1,"남자",'020,"0 - 4세",2020,3108.5000
'36060," 광양시",'1,"남자",'050,"5 - 9세",2020,3960.5000
'36060," 광양시",'1,"남자",'070,"10 - 14세",2020,4007.0000
'36060," 광양시",'1,"남자",'100,"15 - 19세",2020,4595.5000
'36060," 광양시",'1,"남자",'120,"20 - 24세",2020,6383.0000
'36060," 광양시",'1,"남자",'130,"25 - 29세",2020,5734.0000
'36060," 광양시",'1,"남자",'150,"30 - 34세",2020,4482.0000
'36060," 광양시",'1,"남자",'160,"35 - 39세",2020,5691.5000
'36060," 광양시",'1,"남자",'180,"40 - 44세",2020,5769.5000
'36060," 광양시",'1,"남자",'190,"45 - 49세",2020,6644.5000
'36060," 광양시",'1,"남자",'210,"50 - 54세",2020,8743.5000
'36060," 광양시",'1,"남자",'230,"55 - 59세",2020,7167.0000
'36060," 광양시",'1,"남자",'260,"60 - 64세",2020,5277.0000
'36060," 광양시",'1,"남자",'280,"65 - 69세",2020,3272.5000
'36060," 광양시",'1,"남자",'310,"70 - 74세",2020,2173.5000
'36060," 광양시",'1,"남자",'330,"75 - 79세",2020,1346.5000
'36060," 광양시",'1,"남자",'340,"80세 이상",2020,1567.5000
'36060," 광양시",'1,"남자",'360,"80 - 84세",2020,1048.5000
'36060," 광양시",'1,"남자",'370,"85세 이상",2020,519.0000
'36060," 광양시",'1,"남자",'380,"85 - 89세",2020,396.5000
'36060," 광양시",'1,"남자",'410,"90 - 94세",2020,107.5000
'36060," 광양시",'1,"남자",'430,"95 - 99세",2020,13.0000
'36060," 광양시",'1,"남자",'440,"100세 이상",2020,2.0000
'36060," 광양시",'2,"여자",'000,"계",2020,73716.0000
'36060," 광양시",'2,"여자",'020,"0 - 4세",2020,2963.5000
'36060," 광양시",'2,"여자",'050,"5 - 9세",2020,3861.5000
'36060," 광양시",'2,"여자",'070,"10 - 14세",2020,3748.0000
'36060," 광양시",'2,"여자",'100,"15 - 19세",2020,4292.5000
'36060," 광양시",'2,"여자",'120,"20 - 24세",2020,4784.5000
'36060," 광양시",'2,"여자",'130,"25 - 29세",2020,3979.0000
'36060," 광양시",'2,"여자",'150,"30 - 34세",2020,3884.0000
'36060," 광양시",'2,"여자",'160,"35 - 39세",2020,4992.5000
'36060," 광양시",'2,"여자",'180,"40 - 44세",2020,5405.5000
'36060," 광양시",'2,"여자",'190,"45 - 49세",2020,6602.5000
'36060," 광양시",'2,"여자",'210,"50 - 54세",2020,7262.5000
'36060," 광양시",'2,"여자",'230,"55 - 59세",2020,5938.5000
'36060," 광양시",'2,"여자",'260,"60 - 64세",2020,4721.0000
'36060," 광양시",'2,"여자",'280,"65 - 69세",2020,3022.0000
'36060," 광양시",'2,"여자",'310,"70 - 74세",2020,2363.0000
'36060," 광양시",'2,"여자",'330,"75 - 79세",2020,2157.5000
'36060," 광양시",'2,"여자",'340,"80세 이상",2020,3738.0000
'36060," 광양시",'2,"여자",'360,"80 - 84세",2020,1983.0000
'36060," 광양시",'2,"여자",'370,"85세 이상",2020,1755.0000
'36060," 광양시",'2,"여자",'380,"85 - 89세",2020,1165.0000
'36060," 광양시",'2,"여자",'410,"90 - 94세",2020,456.5000
'36060," 광양시",'2,"여자",'430,"95 - 99세",2020,128.0000
'36060," 광양시",'2,"여자",'440,"100세 이상",2020,5.5000
'36310," 담양군",'0,"계",'000,"계",2020,46033.5000
'36310," 담양군",'0,"계",'020,"0 - 4세",2020,1134.0000
'36310," 담양군",'0,"계",'050,"5 - 9세",2020,1246.0000
'36310," 담양군",'0,"계",'070,"10 - 14세",2020,1333.5000
'36310," 담양군",'0,"계",'100,"15 - 19세",2020,1735.5000
'36310," 담양군",'0,"계",'120,"20 - 24세",2020,2708.0000
'36310," 담양군",'0,"계",'130,"25 - 29세",2020,2233.0000
'36310," 담양군",'0,"계",'150,"30 - 34세",2020,1698.0000
'36310," 담양군",'0,"계",'160,"35 - 39세",2020,2027.5000
'36310," 담양군",'0,"계",'180,"40 - 44세",2020,2148.5000
'36310," 담양군",'0,"계",'190,"45 - 49세",2020,3115.0000
'36310," 담양군",'0,"계",'210,"50 - 54세",2020,3712.5000
'36310," 담양군",'0,"계",'230,"55 - 59세",2020,4413.0000
'36310," 담양군",'0,"계",'260,"60 - 64세",2020,4460.0000
'36310," 담양군",'0,"계",'280,"65 - 69세",2020,3488.0000
'36310," 담양군",'0,"계",'310,"70 - 74세",2020,3183.0000
'36310," 담양군",'0,"계",'330,"75 - 79세",2020,3087.5000
'36310," 담양군",'0,"계",'340,"80세 이상",2020,4310.5000
'36310," 담양군",'0,"계",'360,"80 - 84세",2020,2492.5000
'36310," 담양군",'0,"계",'370,"85세 이상",2020,1818.0000
'36310," 담양군",'0,"계",'380,"85 - 89세",2020,1241.5000
'36310," 담양군",'0,"계",'410,"90 - 94세",2020,449.5000
'36310," 담양군",'0,"계",'430,"95 - 99세",2020,107.5000
'36310," 담양군",'0,"계",'440,"100세 이상",2020,19.5000
'36310," 담양군",'1,"남자",'000,"계",2020,23452.0000
'36310," 담양군",'1,"남자",'020,"0 - 4세",2020,543.5000
'36310," 담양군",'1,"남자",'050,"5 - 9세",2020,650.5000
'36310," 담양군",'1,"남자",'070,"10 - 14세",2020,689.5000
'36310," 담양군",'1,"남자",'100,"15 - 19세",2020,926.0000
'36310," 담양군",'1,"남자",'120,"20 - 24세",2020,1647.0000
'36310," 담양군",'1,"남자",'130,"25 - 29세",2020,1262.5000
'36310," 담양군",'1,"남자",'150,"30 - 34세",2020,866.0000
'36310," 담양군",'1,"남자",'160,"35 - 39세",2020,1093.0000
'36310," 담양군",'1,"남자",'180,"40 - 44세",2020,1228.0000
'36310," 담양군",'1,"남자",'190,"45 - 49세",2020,1868.5000
'36310," 담양군",'1,"남자",'210,"50 - 54세",2020,2069.0000
'36310," 담양군",'1,"남자",'230,"55 - 59세",2020,2419.0000
'36310," 담양군",'1,"남자",'260,"60 - 64세",2020,2357.0000
'36310," 담양군",'1,"남자",'280,"65 - 69세",2020,1742.0000
'36310," 담양군",'1,"남자",'310,"70 - 74세",2020,1543.0000
'36310," 담양군",'1,"남자",'330,"75 - 79세",2020,1217.0000
'36310," 담양군",'1,"남자",'340,"80세 이상",2020,1330.5000
'36310," 담양군",'1,"남자",'360,"80 - 84세",2020,848.5000
'36310," 담양군",'1,"남자",'370,"85세 이상",2020,482.0000
'36310," 담양군",'1,"남자",'380,"85 - 89세",2020,357.0000
'36310," 담양군",'1,"남자",'410,"90 - 94세",2020,101.5000
'36310," 담양군",'1,"남자",'430,"95 - 99세",2020,22.0000
'36310," 담양군",'1,"남자",'440,"100세 이상",2020,1.5000
'36310," 담양군",'2,"여자",'000,"계",2020,22581.5000
'36310," 담양군",'2,"여자",'020,"0 - 4세",2020,590.5000
'36310," 담양군",'2,"여자",'050,"5 - 9세",2020,595.5000
'36310," 담양군",'2,"여자",'070,"10 - 14세",2020,644.0000
'36310," 담양군",'2,"여자",'100,"15 - 19세",2020,809.5000
'36310," 담양군",'2,"여자",'120,"20 - 24세",2020,1061.0000
'36310," 담양군",'2,"여자",'130,"25 - 29세",2020,970.5000
'36310," 담양군",'2,"여자",'150,"30 - 34세",2020,832.0000
'36310," 담양군",'2,"여자",'160,"35 - 39세",2020,934.5000
'36310," 담양군",'2,"여자",'180,"40 - 44세",2020,920.5000
'36310," 담양군",'2,"여자",'190,"45 - 49세",2020,1246.5000
'36310," 담양군",'2,"여자",'210,"50 - 54세",2020,1643.5000
'36310," 담양군",'2,"여자",'230,"55 - 59세",2020,1994.0000
'36310," 담양군",'2,"여자",'260,"60 - 64세",2020,2103.0000
'36310," 담양군",'2,"여자",'280,"65 - 69세",2020,1746.0000
'36310," 담양군",'2,"여자",'310,"70 - 74세",2020,1640.0000
'36310," 담양군",'2,"여자",'330,"75 - 79세",2020,1870.5000
'36310," 담양군",'2,"여자",'340,"80세 이상",2020,2980.0000
'36310," 담양군",'2,"여자",'360,"80 - 84세",2020,1644.0000
'36310," 담양군",'2,"여자",'370,"85세 이상",2020,1336.0000
'36310," 담양군",'2,"여자",'380,"85 - 89세",2020,884.5000
'36310," 담양군",'2,"여자",'410,"90 - 94세",2020,348.0000
'36310," 담양군",'2,"여자",'430,"95 - 99세",2020,85.5000
'36310," 담양군",'2,"여자",'440,"100세 이상",2020,18.0000
'36320," 곡성군",'0,"계",'000,"계",2020,28267.0000
'36320," 곡성군",'0,"계",'020,"0 - 4세",2020,470.5000
'36320," 곡성군",'0,"계",'050,"5 - 9세",2020,682.0000
'36320," 곡성군",'0,"계",'070,"10 - 14세",2020,835.5000
'36320," 곡성군",'0,"계",'100,"15 - 19세",2020,1197.0000
'36320," 곡성군",'0,"계",'120,"20 - 24세",2020,1416.5000
'36320," 곡성군",'0,"계",'130,"25 - 29세",2020,1084.0000
'36320," 곡성군",'0,"계",'150,"30 - 34세",2020,754.0000
'36320," 곡성군",'0,"계",'160,"35 - 39세",2020,1007.5000
'36320," 곡성군",'0,"계",'180,"40 - 44세",2020,1216.0000
'36320," 곡성군",'0,"계",'190,"45 - 49세",2020,1881.5000
'36320," 곡성군",'0,"계",'210,"50 - 54세",2020,2263.0000
'36320," 곡성군",'0,"계",'230,"55 - 59세",2020,2647.0000
'36320," 곡성군",'0,"계",'260,"60 - 64세",2020,2724.0000
'36320," 곡성군",'0,"계",'280,"65 - 69세",2020,2141.5000
'36320," 곡성군",'0,"계",'310,"70 - 74세",2020,2128.0000
'36320," 곡성군",'0,"계",'330,"75 - 79세",2020,2182.0000
'36320," 곡성군",'0,"계",'340,"80세 이상",2020,3637.0000
'36320," 곡성군",'0,"계",'360,"80 - 84세",2020,2049.5000
'36320," 곡성군",'0,"계",'370,"85세 이상",2020,1587.5000
'36320," 곡성군",'0,"계",'380,"85 - 89세",2020,1092.0000
'36320," 곡성군",'0,"계",'410,"90 - 94세",2020,396.5000
'36320," 곡성군",'0,"계",'430,"95 - 99세",2020,87.5000
'36320," 곡성군",'0,"계",'440,"100세 이상",2020,11.5000
'36320," 곡성군",'1,"남자",'000,"계",2020,13834.5000
'36320," 곡성군",'1,"남자",'020,"0 - 4세",2020,233.0000
'36320," 곡성군",'1,"남자",'050,"5 - 9세",2020,355.0000
'36320," 곡성군",'1,"남자",'070,"10 - 14세",2020,457.0000
'36320," 곡성군",'1,"남자",'100,"15 - 19세",2020,608.0000
'36320," 곡성군",'1,"남자",'120,"20 - 24세",2020,744.5000
'36320," 곡성군",'1,"남자",'130,"25 - 29세",2020,605.5000
'36320," 곡성군",'1,"남자",'150,"30 - 34세",2020,399.5000
'36320," 곡성군",'1,"남자",'160,"35 - 39세",2020,555.5000
'36320," 곡성군",'1,"남자",'180,"40 - 44세",2020,677.5000
'36320," 곡성군",'1,"남자",'190,"45 - 49세",2020,1064.0000
'36320," 곡성군",'1,"남자",'210,"50 - 54세",2020,1290.0000
'36320," 곡성군",'1,"남자",'230,"55 - 59세",2020,1437.0000
'36320," 곡성군",'1,"남자",'260,"60 - 64세",2020,1461.5000
'36320," 곡성군",'1,"남자",'280,"65 - 69세",2020,1075.0000
'36320," 곡성군",'1,"남자",'310,"70 - 74세",2020,981.0000
'36320," 곡성군",'1,"남자",'330,"75 - 79세",2020,816.5000
'36320," 곡성군",'1,"남자",'340,"80세 이상",2020,1074.0000
'36320," 곡성군",'1,"남자",'360,"80 - 84세",2020,673.0000
'36320," 곡성군",'1,"남자",'370,"85세 이상",2020,401.0000
'36320," 곡성군",'1,"남자",'380,"85 - 89세",2020,305.5000
'36320," 곡성군",'1,"남자",'410,"90 - 94세",2020,80.5000
'36320," 곡성군",'1,"남자",'430,"95 - 99세",2020,12.5000
'36320," 곡성군",'1,"남자",'440,"100세 이상",2020,2.5000
'36320," 곡성군",'2,"여자",'000,"계",2020,14432.5000
'36320," 곡성군",'2,"여자",'020,"0 - 4세",2020,237.5000
'36320," 곡성군",'2,"여자",'050,"5 - 9세",2020,327.0000
'36320," 곡성군",'2,"여자",'070,"10 - 14세",2020,378.5000
'36320," 곡성군",'2,"여자",'100,"15 - 19세",2020,589.0000
'36320," 곡성군",'2,"여자",'120,"20 - 24세",2020,672.0000
'36320," 곡성군",'2,"여자",'130,"25 - 29세",2020,478.5000
'36320," 곡성군",'2,"여자",'150,"30 - 34세",2020,354.5000
'36320," 곡성군",'2,"여자",'160,"35 - 39세",2020,452.0000
'36320," 곡성군",'2,"여자",'180,"40 - 44세",2020,538.5000
'36320," 곡성군",'2,"여자",'190,"45 - 49세",2020,817.5000
'36320," 곡성군",'2,"여자",'210,"50 - 54세",2020,973.0000
'36320," 곡성군",'2,"여자",'230,"55 - 59세",2020,1210.0000
'36320," 곡성군",'2,"여자",'260,"60 - 64세",2020,1262.5000
'36320," 곡성군",'2,"여자",'280,"65 - 69세",2020,1066.5000
'36320," 곡성군",'2,"여자",'310,"70 - 74세",2020,1147.0000
'36320," 곡성군",'2,"여자",'330,"75 - 79세",2020,1365.5000
'36320," 곡성군",'2,"여자",'340,"80세 이상",2020,2563.0000
'36320," 곡성군",'2,"여자",'360,"80 - 84세",2020,1376.5000
'36320," 곡성군",'2,"여자",'370,"85세 이상",2020,1186.5000
'36320," 곡성군",'2,"여자",'380,"85 - 89세",2020,786.5000
'36320," 곡성군",'2,"여자",'410,"90 - 94세",2020,316.0000
'36320," 곡성군",'2,"여자",'430,"95 - 99세",2020,75.0000
'36320," 곡성군",'2,"여자",'440,"100세 이상",2020,9.0000
'36330," 구례군",'0,"계",'000,"계",2020,25985.0000
'36330," 구례군",'0,"계",'020,"0 - 4세",2020,471.0000
'36330," 구례군",'0,"계",'050,"5 - 9세",2020,725.5000
'36330," 구례군",'0,"계",'070,"10 - 14세",2020,875.0000
'36330," 구례군",'0,"계",'100,"15 - 19세",2020,1069.0000
'36330," 구례군",'0,"계",'120,"20 - 24세",2020,1176.0000
'36330," 구례군",'0,"계",'130,"25 - 29세",2020,928.5000
'36330," 구례군",'0,"계",'150,"30 - 34세",2020,746.0000
'36330," 구례군",'0,"계",'160,"35 - 39세",2020,1035.5000
'36330," 구례군",'0,"계",'180,"40 - 44세",2020,1244.5000
'36330," 구례군",'0,"계",'190,"45 - 49세",2020,1790.5000
'36330," 구례군",'0,"계",'210,"50 - 54세",2020,2177.5000
'36330," 구례군",'0,"계",'230,"55 - 59세",2020,2499.0000
'36330," 구례군",'0,"계",'260,"60 - 64세",2020,2507.0000
'36330," 구례군",'0,"계",'280,"65 - 69세",2020,2037.0000
'36330," 구례군",'0,"계",'310,"70 - 74세",2020,1891.5000
'36330," 구례군",'0,"계",'330,"75 - 79세",2020,2007.0000
'36330," 구례군",'0,"계",'340,"80세 이상",2020,2804.5000
'36330," 구례군",'0,"계",'360,"80 - 84세",2020,1642.5000
'36330," 구례군",'0,"계",'370,"85세 이상",2020,1162.0000
'36330," 구례군",'0,"계",'380,"85 - 89세",2020,802.0000
'36330," 구례군",'0,"계",'410,"90 - 94세",2020,291.0000
'36330," 구례군",'0,"계",'430,"95 - 99세",2020,57.5000
'36330," 구례군",'0,"계",'440,"100세 이상",2020,11.5000
'36330," 구례군",'1,"남자",'000,"계",2020,12663.0000
'36330," 구례군",'1,"남자",'020,"0 - 4세",2020,228.5000
'36330," 구례군",'1,"남자",'050,"5 - 9세",2020,360.0000
'36330," 구례군",'1,"남자",'070,"10 - 14세",2020,453.0000
'36330," 구례군",'1,"남자",'100,"15 - 19세",2020,577.0000
'36330," 구례군",'1,"남자",'120,"20 - 24세",2020,638.5000
'36330," 구례군",'1,"남자",'130,"25 - 29세",2020,491.0000
'36330," 구례군",'1,"남자",'150,"30 - 34세",2020,371.5000
'36330," 구례군",'1,"남자",'160,"35 - 39세",2020,582.0000
'36330," 구례군",'1,"남자",'180,"40 - 44세",2020,653.5000
'36330," 구례군",'1,"남자",'190,"45 - 49세",2020,1021.0000
'36330," 구례군",'1,"남자",'210,"50 - 54세",2020,1230.0000
'36330," 구례군",'1,"남자",'230,"55 - 59세",2020,1354.5000
'36330," 구례군",'1,"남자",'260,"60 - 64세",2020,1267.0000
'36330," 구례군",'1,"남자",'280,"65 - 69세",2020,961.0000
'36330," 구례군",'1,"남자",'310,"70 - 74세",2020,869.5000
'36330," 구례군",'1,"남자",'330,"75 - 79세",2020,736.5000
'36330," 구례군",'1,"남자",'340,"80세 이상",2020,868.5000
'36330," 구례군",'1,"남자",'360,"80 - 84세",2020,567.5000
'36330," 구례군",'1,"남자",'370,"85세 이상",2020,301.0000
'36330," 구례군",'1,"남자",'380,"85 - 89세",2020,227.0000
'36330," 구례군",'1,"남자",'410,"90 - 94세",2020,63.0000
'36330," 구례군",'1,"남자",'430,"95 - 99세",2020,10.5000
'36330," 구례군",'1,"남자",'440,"100세 이상",2020,0.5000
'36330," 구례군",'2,"여자",'000,"계",2020,13322.0000
'36330," 구례군",'2,"여자",'020,"0 - 4세",2020,242.5000
'36330," 구례군",'2,"여자",'050,"5 - 9세",2020,365.5000
'36330," 구례군",'2,"여자",'070,"10 - 14세",2020,422.0000
'36330," 구례군",'2,"여자",'100,"15 - 19세",2020,492.0000
'36330," 구례군",'2,"여자",'120,"20 - 24세",2020,537.5000
'36330," 구례군",'2,"여자",'130,"25 - 29세",2020,437.5000
'36330," 구례군",'2,"여자",'150,"30 - 34세",2020,374.5000
'36330," 구례군",'2,"여자",'160,"35 - 39세",2020,453.5000
'36330," 구례군",'2,"여자",'180,"40 - 44세",2020,591.0000
'36330," 구례군",'2,"여자",'190,"45 - 49세",2020,769.5000
'36330," 구례군",'2,"여자",'210,"50 - 54세",2020,947.5000
'36330," 구례군",'2,"여자",'230,"55 - 59세",2020,1144.5000
'36330," 구례군",'2,"여자",'260,"60 - 64세",2020,1240.0000
'36330," 구례군",'2,"여자",'280,"65 - 69세",2020,1076.0000
'36330," 구례군",'2,"여자",'310,"70 - 74세",2020,1022.0000
'36330," 구례군",'2,"여자",'330,"75 - 79세",2020,1270.5000
'36330," 구례군",'2,"여자",'340,"80세 이상",2020,1936.0000
'36330," 구례군",'2,"여자",'360,"80 - 84세",2020,1075.0000
'36330," 구례군",'2,"여자",'370,"85세 이상",2020,861.0000
'36330," 구례군",'2,"여자",'380,"85 - 89세",2020,575.0000
'36330," 구례군",'2,"여자",'410,"90 - 94세",2020,228.0000
'36330," 구례군",'2,"여자",'430,"95 - 99세",2020,47.0000
'36330," 구례군",'2,"여자",'440,"100세 이상",2020,11.0000
'36350," 고흥군",'0,"계",'000,"계",2020,64022.0000
'36350," 고흥군",'0,"계",'020,"0 - 4세",2020,1197.5000
'36350," 고흥군",'0,"계",'050,"5 - 9세",2020,1450.0000
'36350," 고흥군",'0,"계",'070,"10 - 14세",2020,1759.5000
'36350," 고흥군",'0,"계",'100,"15 - 19세",2020,2242.5000
'36350," 고흥군",'0,"계",'120,"20 - 24세",2020,2513.0000
'36350," 고흥군",'0,"계",'130,"25 - 29세",2020,1811.5000
'36350," 고흥군",'0,"계",'150,"30 - 34세",2020,1608.5000
'36350," 고흥군",'0,"계",'160,"35 - 39세",2020,2163.5000
'36350," 고흥군",'0,"계",'180,"40 - 44세",2020,2702.0000
'36350," 고흥군",'0,"계",'190,"45 - 49세",2020,3695.5000
'36350," 고흥군",'0,"계",'210,"50 - 54세",2020,4581.5000
'36350," 고흥군",'0,"계",'230,"55 - 59세",2020,5761.0000
'36350," 고흥군",'0,"계",'260,"60 - 64세",2020,6585.0000
'36350," 고흥군",'0,"계",'280,"65 - 69세",2020,5888.0000
'36350," 고흥군",'0,"계",'310,"70 - 74세",2020,5789.0000
'36350," 고흥군",'0,"계",'330,"75 - 79세",2020,5689.0000
'36350," 고흥군",'0,"계",'340,"80세 이상",2020,8585.0000
'36350," 고흥군",'0,"계",'360,"80 - 84세",2020,4767.5000
'36350," 고흥군",'0,"계",'370,"85세 이상",2020,3817.5000
'36350," 고흥군",'0,"계",'380,"85 - 89세",2020,2599.5000
'36350," 고흥군",'0,"계",'410,"90 - 94세",2020,938.5000
'36350," 고흥군",'0,"계",'430,"95 - 99세",2020,242.0000
'36350," 고흥군",'0,"계",'440,"100세 이상",2020,37.5000
'36350," 고흥군",'1,"남자",'000,"계",2020,31065.0000
'36350," 고흥군",'1,"남자",'020,"0 - 4세",2020,577.0000
'36350," 고흥군",'1,"남자",'050,"5 - 9세",2020,743.5000
'36350," 고흥군",'1,"남자",'070,"10 - 14세",2020,928.5000
'36350," 고흥군",'1,"남자",'100,"15 - 19세",2020,1203.5000
'36350," 고흥군",'1,"남자",'120,"20 - 24세",2020,1457.5000
'36350," 고흥군",'1,"남자",'130,"25 - 29세",2020,1032.0000
'36350," 고흥군",'1,"남자",'150,"30 - 34세",2020,880.0000
'36350," 고흥군",'1,"남자",'160,"35 - 39세",2020,1180.0000
'36350," 고흥군",'1,"남자",'180,"40 - 44세",2020,1536.0000
'36350," 고흥군",'1,"남자",'190,"45 - 49세",2020,2216.0000
'36350," 고흥군",'1,"남자",'210,"50 - 54세",2020,2633.0000
'36350," 고흥군",'1,"남자",'230,"55 - 59세",2020,3065.5000
'36350," 고흥군",'1,"남자",'260,"60 - 64세",2020,3326.5000
'36350," 고흥군",'1,"남자",'280,"65 - 69세",2020,2846.0000
'36350," 고흥군",'1,"남자",'310,"70 - 74세",2020,2621.0000
'36350," 고흥군",'1,"남자",'330,"75 - 79세",2020,2275.5000
'36350," 고흥군",'1,"남자",'340,"80세 이상",2020,2543.5000
'36350," 고흥군",'1,"남자",'360,"80 - 84세",2020,1584.0000
'36350," 고흥군",'1,"남자",'370,"85세 이상",2020,959.5000
'36350," 고흥군",'1,"남자",'380,"85 - 89세",2020,701.0000
'36350," 고흥군",'1,"남자",'410,"90 - 94세",2020,220.0000
'36350," 고흥군",'1,"남자",'430,"95 - 99세",2020,31.5000
'36350," 고흥군",'1,"남자",'440,"100세 이상",2020,7.0000
'36350," 고흥군",'2,"여자",'000,"계",2020,32957.0000
'36350," 고흥군",'2,"여자",'020,"0 - 4세",2020,620.5000
'36350," 고흥군",'2,"여자",'050,"5 - 9세",2020,706.5000
'36350," 고흥군",'2,"여자",'070,"10 - 14세",2020,831.0000
'36350," 고흥군",'2,"여자",'100,"15 - 19세",2020,1039.0000
'36350," 고흥군",'2,"여자",'120,"20 - 24세",2020,1055.5000
'36350," 고흥군",'2,"여자",'130,"25 - 29세",2020,779.5000
'36350," 고흥군",'2,"여자",'150,"30 - 34세",2020,728.5000
'36350," 고흥군",'2,"여자",'160,"35 - 39세",2020,983.5000
'36350," 고흥군",'2,"여자",'180,"40 - 44세",2020,1166.0000
'36350," 고흥군",'2,"여자",'190,"45 - 49세",2020,1479.5000
'36350," 고흥군",'2,"여자",'210,"50 - 54세",2020,1948.5000
'36350," 고흥군",'2,"여자",'230,"55 - 59세",2020,2695.5000
'36350," 고흥군",'2,"여자",'260,"60 - 64세",2020,3258.5000
'36350," 고흥군",'2,"여자",'280,"65 - 69세",2020,3042.0000
'36350," 고흥군",'2,"여자",'310,"70 - 74세",2020,3168.0000
'36350," 고흥군",'2,"여자",'330,"75 - 79세",2020,3413.5000
'36350," 고흥군",'2,"여자",'340,"80세 이상",2020,6041.5000
'36350," 고흥군",'2,"여자",'360,"80 - 84세",2020,3183.5000
'36350," 고흥군",'2,"여자",'370,"85세 이상",2020,2858.0000
'36350," 고흥군",'2,"여자",'380,"85 - 89세",2020,1898.5000
'36350," 고흥군",'2,"여자",'410,"90 - 94세",2020,718.5000
'36350," 고흥군",'2,"여자",'430,"95 - 99세",2020,210.5000
'36350," 고흥군",'2,"여자",'440,"100세 이상",2020,30.5000
'36360," 보성군",'0,"계",'000,"계",2020,40543.5000
'36360," 보성군",'0,"계",'020,"0 - 4세",2020,817.5000
'36360," 보성군",'0,"계",'050,"5 - 9세",2020,1029.5000
'36360," 보성군",'0,"계",'070,"10 - 14세",2020,1187.0000
'36360," 보성군",'0,"계",'100,"15 - 19세",2020,1497.5000
'36360," 보성군",'0,"계",'120,"20 - 24세",2020,1777.0000
'36360," 보성군",'0,"계",'130,"25 - 29세",2020,1283.5000
'36360," 보성군",'0,"계",'150,"30 - 34세",2020,1158.5000
'36360," 보성군",'0,"계",'160,"35 - 39세",2020,1464.5000
'36360," 보성군",'0,"계",'180,"40 - 44세",2020,1812.5000
